1 329.15998475360055 9084.352804076592 6.791
2 330.9176809398801 9083.969009326947 6.752
3 326.7825541676763 9080.485467780125 5.201
4 330.4655864811097 9083.597105511093 6.67
5 333.68858375154457 9089.692783795423 1.367
6 327.26696961939126 9077.442043524272 2.831
7 332.68237319428664 9081.774449080482 0.926
8 334.1380852356505 9082.030712321512 1.079
9 333.34276292883385 9081.829173206208 0.903
10 332.24015606632406 9084.63267399875 5.664
11 332.24540157206565 9085.622606310384 7.502
12 334.42246708739515 9084.106929016305 0.766
13 332.8619848084551 9082.623047317542 0.661
14 333.6006600618608 9085.44462838464 2.476
15 331.2055119666698 9085.375644704982 8.191
16 332.5780423981617 9082.784531639203 10.02
17 330.5115081050106 9081.441709088478 8.373
18 333.103301545372 9083.990112832998 1.17
19 328.73563297481513 9083.283471659 11.257
20 334.65135572565686 9083.09267611351 0.635
21 325.93107979170316 9081.778147709309 5.228
22 329.4340593238687 9084.63865096437 6.581
23 326.77223794739234 9075.855906268964 1.212
24 333.93330539847807 9085.923202338292 1.107
25 332.83236919963883 9081.927530118623 0.765
26 332.90279988141936 9081.801503247201 1.108
27 334.63237700088064 9085.727441803054 1.434
28 328.7589768978183 9083.96183658811 10.129
29 329.1279887894152 9082.897926930935 8.579
30 327.36809289843393 9082.251335059294 6.384
31 331.08604115330184 9083.788950227065 4.1
32 332.76993212768286 9081.835720746254 0.804
33 333.0974521447337 9082.001092093391 1.337
34 333.0120534783491 9082.066125743571 0.917
35 328.5999165191924 9083.142485584252 6.608
36 328.36062611323666 9084.046982764065 7.382
37 333.6824995103596 9083.271811310526 0.868
38 327.3266984339161 9081.158272936847 6.232
39 332.49154614013537 9088.068628957466 8.785
40 333.50824445086926 9084.281515614952 0.731
41 328.43203986909685 9083.421409808578 7.477
43 324.99055828767604 9083.150977626701 11.125
44 334.3257982819759 9083.598395651949 0.781
45 332.66172790824294 9081.78653514929 1.253
46 329.20626795144585 9082.373464514501 9.906
47 333.03337728854933 9083.982878953539 1.541
48 327.4384027110844 9083.053535451445 8.267
49 333.9907552597561 9084.715870720327 0.092
50 330.6302161156602 9083.897450451313 6.667
51 333.6878377245789 9084.447421948096 1.462
52 333.8534351416127 9084.760361087941 1.13
53 331.64150297522826 9084.353785620862 6.119
54 333.7329517933448 9085.070887938882 1.24
55 334.261308253884 9085.94114175496 1.029
57 328.77621994241036 9083.214951575588 7.539
58 328.9450889656515 9083.35761488058 11.646
59 328.3734895249152 9080.771007690166 8.888
60 332.9445671669777 9082.113533005671 1.454
61 334.27298847035576 9085.940411730036 0.405
62 329.23927380741367 9084.953748207558 11.817
63 334.24396103551715 9085.08023269017 1.268
64 330.38513985095915 9080.993314945752 8.154
66 333.05577042109564 9080.94632589208 1.119
67 331.77011143348295 9084.254856958527 5.63
68 333.0380430249937 9081.578071259628 1.396
69 334.2496138337501 9085.945631830313 1.131
70 332.1046054398288 9082.34886181021 7.218
71 334.9987630118879 9082.9543112689 1.021
72 333.9355300622038 9084.608608808936 1.644
73 332.7447113135827 9081.633129677359 0.477
74 334.4555084580561 9086.998353158653 1.163
75 333.002055240185 9081.857621287396 0.959
76 326.7535471038545 9080.993979927627 7.466
77 331.2341198141053 9080.730851138576 8.246
78 332.83214776765055 9081.755115942273 0.857
79 333.9746760939503 9081.637933421413 1.241
80 327.3013116807041 9083.261797421846 9.126
81 333.0154601395874 9081.866519904948 1.317
82 326.0683869024137 9081.986945958006 7.555
83 329.3322531507028 9083.39882988167 11.241
84 330.0554768640258 9085.779513835203 7.309
85 331.5197938830755 9084.062237552389 6.089
86 332.83726721658184 9081.827794648509 1.038
87 332.8236245095129 9082.572138823254 0.71
88 327.50505156447076 9079.345554056707 9.658
89 332.7978030748767 9081.835274475226 0.87
90 334.04268700435375 9084.965672525648 0.935
92 327.1905509087236 9082.493499807608 7.13
93 328.27190451785737 9082.429524419198 7.592
94 332.8323381026771 9084.761344001417 4.884
95 334.04953559514996 9085.775891842064 1.41
96 332.7966072408371 9081.88868596567 1.046
97 332.15341924690006 9084.585340049412 5.06
98 331.79464299584237 9084.636827452501 5.836
99 330.53354558290357 9084.31124799083 8.39
100 333.5907953579938 9084.27088073908 1.042
101 332.8394667032282 9085.231940538066 0.539
102 332.80511781257843 9082.255442466232 0.938
103 333.9341777803177 9085.459937658074 0.978
104 330.85644136204814 9084.051938792549 5.946
105 334.78205522343643 9085.736631861582 0.631
106 332.97600289842046 9085.162677292437 4.505
107 328.00018119754276 9080.629856678013 6.393
108 329.09870010948333 9084.192093278487 11.094
109 332.92716923105706 9081.737342385952 1.004
110 333.15039917169105 9082.905605739821 1.149
111 329.51647842981515 9082.598075029167 12.463
112 329.7106072525196 9082.22292361717 13.052
113 332.81511380301055 9081.744655072356 0.665
114 326.08902245137625 9080.844023683876 10.284
115 330.0616521088242 9080.95600299143 9.156
116 324.2016693587709 9080.035299893534 9.341
118 329.9385753326563 9080.795273317784 9.681
119 325.30189095149046 9077.510170493597 1.056
120 330.0081909406418 9082.465397339665 13.523
121 322.9315122570393 9077.371292742993 1.709
122 325.64594777914846 9077.329068397788 1.576
123 327.24340294748146 9077.52401147016 1.397
125 332.5927246237988 9080.821905039922 10.26
126 333.4240107581067 9079.821574143163 8.307
127 327.95995929864046 9077.872793363982 1.019
128 324.9165296771729 9077.936406605359 0.978
129 323.41469770516375 9077.787001667328 5.926
130 328.35301049298664 9084.837922936911 7.158
131 329.21255407879767 9082.822832203336 8.675
132 325.3784876889352 9077.636336508713 0.644
133 332.1746028072083 9084.663167665567 5.831
134 322.2596097103582 9078.798908693983 4.483
135 334.26480112555447 9081.933651400874 1.06
136 329.42395841462786 9082.877074137203 11.152
137 324.1182273085849 9077.622077515402 0.921
138 330.1748687709879 9082.491481701212 12.08
140 332.60588677929934 9082.302123917329 1.001
141 325.7448180022122 9078.384217456478 3.529
142 327.62577558312137 9083.727353258932 8.382
143 327.5620875048988 9077.627576989467 1.529
144 330.4271420802989 9082.176164010049 7.814
145 323.79162994940685 9082.556906483973 5.974
146 328.30009311089117 9078.012601923256 1.274
148 324.1156686175213 9077.791722427868 1.302
149 329.9980196249168 9080.72041187939 9.579
150 332.27724523277055 9084.785875820182 4.424
151 330.0518081532337 9080.938048491797 9.606
